PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;38;1;28079038_1_38;2020;10;06;00001;V;00001;V;00001;V;00001;V;00002;V;00001;V;00001;V;00003;V;00005;V;00007;V;00005;V;00004;V;00003;V;00003;V;00002;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;38;7;28079038_7_8;2020;10;06;00001;V;00001;V;00002;V;00001;V;00001;V;00001;V;00007;V;00073;V;00118;V;00168;V;00090;V;00050;V;00049;V;00030;V;00009;V;00004;V;00011;V;00008;V;00008;V;00011;V;00000;N;00000;N;00000;N;00000;N
28;079;38;8;28079038_8_8;2020;10;06;00014;V;00018;V;00017;V;00009;V;00016;V;00013;V;00035;V;00072;V;00086;V;00096;V;00078;V;00063;V;00064;V;00053;V;00022;V;00013;V;00024;V;00021;V;00021;V;00036;V;00000;N;00000;N;00000;N;00000;N
28;079;38;9;28079038_9_47;2020;10;06;00001;V;00006;V;00003;V;00001;V;00002;V;00004;V;00008;V;00007;V;00018;V;00013;V;00019;V;00020;V;00008;V;00001;V;00001;V;00005;V;00006;V;00005;V;00001;V;00007;V;00000;N;00000;N;00000;N;00000;N
28;079;38;10;28079038_10_47;2020;10;06;00005;V;00012;V;00007;V;00001;V;00005;V;00007;V;00013;V;00015;V;00033;V;00035;V;00049;V;00038;V;00025;V;00006;V;00002;V;00011;V;00011;V;00010;V;00002;V;00012;V;00000;N;00000;N;00000;N;00000;N
28;079;38;12;28079038_12_8;2020;10;06;00015;V;00020;V;00020;V;00010;V;00017;V;00014;V;00045;V;00183;V;00267;V;00353;V;00216;V;00140;V;00139;V;00099;V;00036;V;00019;V;00040;V;00034;V;00033;V;00053;V;00000;N;00000;N;00000;N;00000;N
28;079;38;20;28079038_20_59;2020;10;06;000.8;V;000.7;V;000.6;V;000.5;V;000.4;V;000.5;V;000.7;V;001.0;V;001.9;V;004.2;V;005.7;V;004.9;V;004.5;V;004.0;V;003.1;V;002.3;V;001.4;V;001.2;V;001.1;V;001.2;V;00000;N;00000;N;00000;N;00000;N
28;079;38;30;28079038_30_59;2020;10;06;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.4;V;000.8;V;001.2;V;000.9;V;000.9;V;000.6;V;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N
28;079;38;35;28079038_35_59;2020;10;06;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.6;V;001.2;V;001.4;V;001.3;V;001.2;V;001.1;V;000.8;V;000.7;V;000.6;V;000.5;V;000.5;V;000.5;V;00000;N;00000;N;00000;N;00000;N
28;079;39;6;28079039_6_48;2020;10;06;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.7;V;003.5;V;000.7;V;000.6;V;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N
28;079;39;7;28079039_7_8;2020;10;06;00002;V;00007;V;00001;V;00001;V;00001;V;00012;V;00015;V;00036;V;00083;V;00122;V;00095;V;00079;V;00032;V;00022;N;00008;V;00004;V;00003;V;00006;V;00003;V;00004;V;00000;N;00000;N;00000;N;00000;N
28;079;39;8;28079039_8_8;2020;10;06;00019;V;00032;V;00022;V;00014;V;00023;V;00046;V;00043;V;00052;V;00062;V;00076;V;00073;V;00071;V;00046;V;00041;N;00020;V;00012;V;00012;V;00016;V;00017;V;00028;V;00000;N;00000;N;00000;N;00000;N
28;079;39;12;28079039_12_8;2020;10;06;00021;V;00042;V;00023;V;00015;V;00025;V;00064;V;00066;V;00107;V;00190;V;00263;V;00219;V;00193;V;00095;V;00075;N;00032;V;00019;V;00017;V;00024;V;00021;V;00035;V;00000;N;00000;N;00000;N;00000;N
28;079;39;14;28079039_14_6;2020;10;06;43.31;V;27.14;V;32.18;V;35.61;V;24.09;V;04.00;V;03.48;V;03.08;V;03.64;V;05.02;V;07.66;V;11.26;V;23.18;V;28.36;N;45.40;V;51.33;V;48.76;V;50.31;V;50.62;V;39.59;V;00000;N;00000;N;00000;N;00000;N
28;079;40;1;28079040_1_38;2020;10;06;00005;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00007;V;00009;V;00008;V;00008;V;00008;V;00007;V;00007;V;00006;V;00006;V;00006;V;00005;V;00005;V;00006;V;00000;N;00000;N;00000;N;00000;N
28;079;40;7;28079040_7_8;2020;10;06;00003;V;00001;V;00002;V;00005;V;00001;V;00004;V;00010;V;00054;V;00104;V;00065;V;00055;V;00058;V;00041;V;00035;V;00013;V;00005;V;00006;V;00005;V;00006;V;00007;V;00000;N;00000;N;00000;N;00000;N
28;079;40;8;28079040_8_8;2020;10;06;00032;V;00022;V;00023;V;00050;V;00035;V;00053;V;00054;V;00068;V;00084;V;00071;V;00067;V;00066;V;00056;V;00053;V;00031;V;00016;V;00016;V;00019;V;00018;V;00028;V;00000;N;00000;N;00000;N;00000;N
28;079;40;10;28079040_10_47;2020;10;06;00015;V;00012;V;00012;V;00012;V;00011;V;00014;V;00022;V;00026;V;00039;V;00036;V;00044;V;00053;V;00040;V;00037;V;00018;V;00017;V;00009;V;00007;V;00005;V;00009;V;00000;N;00000;N;00000;N;00000;N
28;079;40;12;28079040_12_8;2020;10;06;00036;V;00023;V;00025;V;00058;V;00037;V;00060;V;00070;V;00150;V;00243;V;00171;V;00151;V;00154;V;00119;V;00107;V;00051;V;00025;V;00025;V;00026;V;00027;V;00038;V;00000;N;00000;N;00000;N;00000;N
28;079;47;7;28079047_7_8;2020;10;06;00001;V;00001;V;00001;V;00001;V;00002;V;00015;V;00043;V;00050;V;00071;V;00139;V;00068;V;00053;V;00036;V;00024;V;00007;V;00001;V;00001;V;00002;V;00001;V;00004;V;00000;N;00000;N;00000;N;00000;N
28;079;47;8;28079047_8_8;2020;10;06;00020;V;00012;V;00011;V;00040;V;00038;V;00056;V;00064;V;00054;V;00058;V;00080;V;00067;V;00062;V;00052;V;00048;V;00023;V;00006;V;00005;V;00011;V;00012;V;00026;V;00000;N;00000;N;00000;N;00000;N
28;079;47;9;28079047_9_47;2020;10;06;00003;V;00005;V;00006;V;00001;V;00002;V;00007;V;00007;V;00009;V;00003;V;00011;V;00011;V;00015;V;00011;V;00006;V;00004;V;00001;V;00001;V;00001;V;00001;V;00002;V;00000;N;00000;N;00000;N;00000;N
28;079;47;10;28079047_10_47;2020;10;06;00008;V;00009;V;00009;V;00002;V;00006;V;00013;V;00013;V;00019;V;00012;V;00027;V;00034;V;00036;V;00029;V;00019;V;00014;V;00005;V;00001;V;00003;V;00002;V;00004;V;00000;N;00000;N;00000;N;00000;N
28;079;47;12;28079047_12_8;2020;10;06;00022;V;00013;V;00013;V;00042;V;00041;V;00079;V;00130;V;00131;V;00166;V;00293;V;00172;V;00144;V;00108;V;00085;V;00033;V;00007;V;00007;V;00015;V;00014;V;00032;V;00000;N;00000;N;00000;N;00000;N
28;079;48;7;28079048_7_8;2020;10;06;00001;V;00001;V;00002;V;00001;V;00001;V;00002;V;00017;V;00039;V;00121;V;00093;V;00076;V;00085;V;00049;V;00031;V;00017;V;00003;V;00004;V;00006;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;8;28079048_8_8;2020;10;06;00020;V;00019;V;00024;V;00013;V;00023;V;00055;V;00059;V;00062;V;00078;V;00070;V;00073;V;00080;V;00062;V;00051;V;00038;V;00017;V;00021;V;00026;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;9;28079048_9_47;2020;10;06;00002;V;00004;V;00003;V;00002;V;00002;V;00007;V;00005;V;00003;V;00009;V;00015;V;00014;V;00015;V;00017;V;00006;V;00010;V;00008;V;00004;V;00002;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;10;28079048_10_47;2020;10;06;00005;V;00008;V;00005;V;00007;V;00006;V;00010;V;00010;V;00011;V;00019;V;00031;V;00029;V;00029;V;00033;V;00020;V;00018;V;00010;V;00007;V;00005;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;48;12;28079048_12_8;2020;10;06;00022;V;00021;V;00027;V;00014;V;00025;V;00059;V;00086;V;00122;V;00264;V;00213;V;00189;V;00210;V;00137;V;00099;V;00064;V;00022;V;00028;V;00035;V;00000;N;00000;N;00000;N;00000;N;00000;N;00000;N
28;079;49;7;28079049_7_8;2020;10;06;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00024;V;00024;V;00074;V;00125;V;00066;V;00055;V;00038;V;00020;V;00006;V;00001;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;49;8;28079049_8_8;2020;10;06;00016;V;00013;V;00012;V;00012;V;00022;V;00038;V;00049;V;00050;V;00054;V;00066;V;00064;V;00075;V;00066;V;00055;V;00030;V;00008;V;00007;V;00011;V;00011;V;00016;V;00000;N;00000;N;00000;N;00000;N
28;079;49;12;28079049_12_8;2020;10;06;00018;V;00015;V;00014;V;00014;V;00023;V;00042;V;00086;V;00087;V;00167;V;00257;V;00166;V;00159;V;00125;V;00087;V;00040;V;00009;V;00008;V;00012;V;00012;V;00018;V;00000;N;00000;N;00000;N;00000;N
28;079;49;14;28079049_14_6;2020;10;06;41.09;V;39.36;V;34.66;V;30.12;V;23.07;V;07.24;V;03.22;V;03.22;V;03.29;V;03.85;V;04.50;V;07.96;V;12.60;V;21.02;V;43.09;V;61.21;V;61.77;V;59.47;V;61.94;V;54.61;V;00000;N;00000;N;00000;N;00000;N
28;079;50;7;28079050_7_8;2020;10;06;00002;V;00001;V;00001;V;00003;V;00005;V;00022;V;00030;V;00069;V;00123;V;00090;V;00067;V;00079;V;00070;V;00039;V;00026;V;00023;V;00016;V;00020;V;00026;V;00028;V;00000;N;00000;N;00000;N;00000;N
28;079;50;8;28079050_8_8;2020;10;06;00018;V;00018;V;00015;V;00012;V;00030;V;00040;V;00047;V;00073;V;00083;V;00073;V;00065;V;00077;V;00074;V;00054;V;00038;V;00029;V;00030;V;00036;V;00041;V;00051;V;00000;N;00000;N;00000;N;00000;N
28;079;50;9;28079050_9_47;2020;10;06;00001;V;00003;V;00003;V;00002;V;00001;V;00001;V;00004;V;00007;V;00013;V;00016;V;00013;V;00009;V;00015;V;00007;V;00004;V;00006;V;00001;V;00001;V;00005;V;00006;V;00000;N;00000;N;00000;N;00000;N
28;079;50;10;28079050_10_47;2020;10;06;00005;V;00008;V;00006;V;00005;V;00003;V;00002;V;00008;V;00012;V;00021;V;00025;V;00026;V;00025;V;00032;V;00021;V;00013;V;00011;V;00005;V;00006;V;00012;V;00014;V;00000;N;00000;N;00000;N;00000;N
28;079;50;12;28079050_12_8;2020;10;06;00021;V;00020;V;00017;V;00017;V;00038;V;00074;V;00093;V;00179;V;00271;V;00211;V;00168;V;00199;V;00181;V;00114;V;00079;V;00064;V;00054;V;00067;V;00081;V;00094;V;00000;N;00000;N;00000;N;00000;N
28;079;54;7;28079054_7_8;2020;10;06;00001;V;00001;V;00001;V;00001;V;00003;V;00011;V;00034;V;00086;V;00105;V;00105;V;00060;V;00034;V;00031;V;00024;V;00013;V;00004;V;00005;V;00003;V;00002;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;54;8;28079054_8_8;2020;10;06;00034;V;00035;V;00027;V;00021;V;00037;V;00051;V;00057;V;00068;V;00069;V;00068;V;00053;V;00043;V;00043;V;00039;V;00028;V;00014;V;00013;V;00013;V;00011;V;00019;V;00000;N;00000;N;00000;N;00000;N
28;079;54;12;28079054_12_8;2020;10;06;00036;V;00037;V;00029;V;00023;V;00042;V;00068;V;00109;V;00199;V;00229;V;00228;V;00145;V;00095;V;00091;V;00075;V;00048;V;00020;V;00021;V;00017;V;00014;V;00021;V;00000;N;00000;N;00000;N;00000;N
28;079;54;14;28079054_14_6;2020;10;06;27.73;V;23.99;V;27.71;V;36.10;V;16.84;V;04.96;V;01.95;V;01.79;V;02.34;V;05.03;V;11.10;V;18.70;V;22.14;V;28.23;V;36.47;V;46.62;V;46.47;V;48.13;V;51.19;V;43.90;V;00000;N;00000;N;00000;N;00000;N
28;079;55;7;28079055_7_8;2020;10;06;00004;V;00003;V;00012;V;00004;V;00002;V;00008;V;00039;V;00033;V;00092;V;00068;V;00035;V;00027;V;00040;V;00032;V;00016;V;00009;V;00002;V;00003;V;00003;V;00002;V;00000;N;00000;N;00000;N;00000;N
28;079;55;8;28079055_8_8;2020;10;06;00060;V;00057;V;00058;V;00035;V;00042;V;00044;V;00052;V;00055;V;00064;V;00052;V;00043;V;00040;V;00055;V;00055;V;00038;V;00029;V;00014;V;00015;V;00023;V;00037;V;00000;N;00000;N;00000;N;00000;N
28;079;55;10;28079055_10_47;2020;10;06;00018;V;00018;V;00020;V;00018;V;00013;V;00008;V;00017;V;00015;V;00018;V;00021;V;00032;V;00030;V;00020;V;00036;V;00024;V;00012;V;00011;V;00011;V;00016;V;00012;V;00000;N;00000;N;00000;N;00000;N
28;079;55;12;28079055_12_8;2020;10;06;00067;V;00061;V;00077;V;00042;V;00045;V;00057;V;00112;V;00105;V;00205;V;00156;V;00096;V;00081;V;00117;V;00105;V;00063;V;00043;V;00018;V;00019;V;00028;V;00041;V;00000;N;00000;N;00000;N;00000;N
28;079;55;20;28079055_20_59;2020;10;06;003.3;V;002.4;V;003.2;V;003.7;V;001.8;V;002.0;V;001.9;V;002.0;V;002.2;V;005.4;V;005.6;V;004.3;V;004.3;V;004.9;V;004.4;V;003.5;V;002.1;V;001.6;V;001.5;V;002.0;V;00000;N;00000;N;00000;N;00000;N
28;079;55;30;28079055_30_59;2020;10;06;000.5;V;000.4;V;000.5;V;000.4;V;000.3;V;000.3;V;000.4;V;000.5;V;000.6;V;000.7;V;000.5;V;000.5;V;000.5;V;000.6;V;000.5;V;000.4;V;000.3;V;000.2;V;000.3;V;000.4;V;00000;N;00000;N;00000;N;00000;N
28;079;55;35;28079055_35_59;2020;10;06;000.5;V;000.6;V;000.6;V;000.6;V;000.4;V;000.5;V;000.6;V;000.5;V;000.4;V;000.7;V;000.8;V;000.8;V;000.8;V;000.8;V;000.7;V;000.6;V;000.4;V;000.3;V;000.3;V;000.3;V;00000;N;00000;N;00000;N;00000;N
28;079;55;42;28079055_42_2;2020;10;06;01.30;V;01.35;V;01.40;V;01.36;V;01.50;V;01.55;V;01.58;V;01.66;V;01.56;V;01.59;V;01.50;V;01.47;V;01.44;V;01.38;V;01.34;V;01.20;V;01.15;V;01.16;V;01.16;V;01.21;V;00000;N;00000;N;00000;N;00000;N
28;079;55;43;28079055_43_2;2020;10;06;00.96;V;01.00;V;01.04;V;01.04;V;01.13;V;01.15;V;01.15;V;01.25;V;01.15;V;01.17;V;01.12;V;01.12;V;01.09;V;01.06;V;01.07;V;00.97;V;00.94;V;00.94;V;00.95;V;00.97;V;00000;N;00000;N;00000;N;00000;N
28;079;55;44;28079055_44_2;2020;10;06;00.34;V;00.35;V;00.36;V;00.33;V;00.37;V;00.40;V;00.43;V;00.41;V;00.41;V;00.42;V;00.38;V;00.35;V;00.35;V;00.32;V;00.28;V;00.23;V;00.21;V;00.22;V;00.22;V;00.24;V;00000;N;00000;N;00000;N;00000;N
28;079;56;7;28079056_7_8;2020;10;06;00006;V;00004;V;00004;V;00005;V;00009;V;00027;V;00038;V;00029;V;00080;V;00091;V;00084;V;00057;V;00058;V;00040;V;00017;V;00006;V;00005;V;00005;V;00006;V;00014;V;00000;N;00000;N;00000;N;00000;N
28;079;56;8;28079056_8_8;2020;10;06;00032;V;00030;V;00028;V;00034;V;00045;V;00051;V;00057;V;00050;V;00064;V;00071;V;00069;V;00060;V;00066;V;00059;V;00041;V;00035;V;00030;V;00031;V;00035;V;00049;V;00000;N;00000;N;00000;N;00000;N
28;079;56;9;28079056_9_47;2020;10;06;00003;V;00007;V;00006;V;00007;V;00013;V;00012;V;00010;V;00011;V;00007;V;00012;V;00019;V;00019;V;00021;V;00016;V;00011;V;00001;V;00001;V;00006;V;00001;V;00004;V;00000;N;00000;N;00000;N;00000;N
28;079;56;10;28079056_10_47;2020;10;06;00004;V;00010;V;00010;V;00009;V;00014;V;00014;V;00012;V;00013;V;00009;V;00015;V;00024;V;00023;V;00025;V;00019;V;00013;V;00002;V;00002;V;00008;V;00001;V;00006;V;00000;N;00000;N;00000;N;00000;N
28;079;56;12;28079056_12_8;2020;10;06;00041;V;00036;V;00034;V;00042;V;00059;V;00092;V;00115;V;00094;V;00188;V;00209;V;00198;V;00147;V;00156;V;00120;V;00066;V;00044;V;00039;V;00038;V;00044;V;00070;V;00000;N;00000;N;00000;N;00000;N
28;079;56;14;28079056_14_6;2020;10;06;39.04;V;36.37;V;35.37;V;25.31;V;13.13;V;07.23;V;07.06;V;09.50;V;07.13;V;08.37;V;10.35;V;14.03;V;14.97;V;18.63;V;31.88;V;35.19;V;37.06;V;37.24;V;41.28;V;25.32;V;00000;N;00000;N;00000;N;00000;N
28;079;57;1;28079057_1_38;2020;10;06;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00006;V;00007;V;00007;V;00008;V;00008;V;00008;V;00008;V;00007;V;00007;V;00006;V;00006;V;00006;V;00006;V;00006;V;00000;N;00000;N;00000;N;00000;N
28;079;57;6;28079057_6_48;2020;10;06;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.3;V;000.4;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;00000;N;00000;N;00000;N;00000;N
28;079;57;7;28079057_7_8;2020;10;06;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00015;V;00031;V;00046;V;00037;V;00036;V;00046;V;00017;V;00011;V;00002;V;00003;V;00005;V;00004;V;00006;V;00000;N;00000;N;00000;N;00000;N
28;079;57;8;28079057_8_8;2020;10;06;00020;V;00023;V;00033;V;00042;V;00036;V;00037;V;00048;V;00052;V;00056;V;00054;V;00048;V;00047;V;00058;V;00034;V;00026;V;00009;V;00012;V;00013;V;00020;V;00029;V;00000;N;00000;N;00000;N;00000;N
28;079;57;10;28079057_10_47;2020;10;06;00010;V;00008;V;00007;V;00009;V;00010;V;00009;V;00012;V;00018;V;00020;V;00021;V;00024;V;00023;V;00028;V;00024;V;00012;V;00006;V;00004;V;00007;V;00004;V;00010;V;00000;N;00000;N;00000;N;00000;N
28;079;57;12;28079057_12_8;2020;10;06;00023;V;00024;V;00035;V;00044;V;00038;V;00039;V;00053;V;00076;V;00103;V;00125;V;00104;V;00101;V;00129;V;00060;V;00043;V;00012;V;00017;V;00020;V;00027;V;00038;V;00000;N;00000;N;00000;N;00000;N
28;079;58;7;28079058_7_8;2020;10;06;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00015;V;00009;V;00006;V;00025;V;00032;V;00016;V;00004;V;00002;V;00001;V;00001;V;00001;V;00001;V;00002;V;00000;N;00000;N;00000;N;00000;N
28;079;58;8;28079058_8_8;2020;10;06;00008;V;00008;V;00008;V;00008;V;00008;V;00009;V;00013;V;00028;V;00022;V;00016;V;00036;V;00046;V;00035;V;00013;V;00007;V;00007;V;00006;V;00005;V;00008;V;00014;V;00000;N;00000;N;00000;N;00000;N
28;079;58;12;28079058_12_8;2020;10;06;00009;V;00010;V;00010;V;00009;V;00010;V;00011;V;00015;V;00050;V;00036;V;00026;V;00075;V;00095;V;00060;V;00020;V;00009;V;00009;V;00007;V;00006;V;00010;V;00017;V;00000;N;00000;N;00000;N;00000;N
28;079;58;14;28079058_14_6;2020;10;06;44.23;V;38.49;V;34.13;V;30.57;V;26.27;V;22.57;V;16.06;V;07.29;V;07.58;V;14.64;V;16.09;V;19.16;V;31.79;V;47.66;V;60.27;V;60.78;V;60.68;V;63.70;V;62.41;V;55.26;V;00000;N;00000;N;00000;N;00000;N
28;079;59;7;28079059_7_8;2020;10;06;00009;V;00033;V;00008;V;00003;V;00001;V;00001;V;00011;V;00018;V;00045;V;00056;V;00025;V;00024;V;00036;V;00025;V;00013;V;00004;V;00001;V;00001;V;00001;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;59;8;28079059_8_8;2020;10;06;00046;V;00066;V;00059;V;00046;V;00027;V;00027;V;00046;V;00045;V;00054;V;00051;V;00036;V;00036;V;00051;V;00043;V;00031;V;00015;V;00009;V;00009;V;00017;V;00022;V;00000;N;00000;N;00000;N;00000;N
28;079;59;12;28079059_12_8;2020;10;06;00059;V;00117;V;00072;V;00051;V;00029;V;00029;V;00063;V;00072;V;00123;V;00136;V;00075;V;00073;V;00107;V;00081;V;00051;V;00021;V;00011;V;00010;V;00019;V;00023;V;00000;N;00000;N;00000;N;00000;N
28;079;59;14;28079059_14_6;2020;10;06;19.84;V;01.42;V;02.59;V;03.70;V;13.53;V;16.29;V;01.56;V;00.89;V;01.47;V;05.48;V;15.92;V;21.08;V;21.09;V;26.05;V;34.72;V;50.70;V;55.17;V;54.06;V;52.45;V;44.89;V;00000;N;00000;N;00000;N;00000;N
28;079;60;7;28079060_7_8;2020;10;06;00001;V;00001;V;00001;V;00001;V;00002;V;00007;V;00004;V;00032;V;00058;V;00037;V;00040;V;00033;V;00018;V;00011;V;00005;N;00003;V;00003;V;00002;V;00002;V;00001;V;00000;N;00000;N;00000;N;00000;N
28;079;60;8;28079060_8_8;2020;10;06;00021;V;00020;V;00020;V;00019;V;00031;V;00054;V;00050;V;00062;V;00066;V;00057;V;00056;V;00054;V;00042;V;00035;V;00024;N;00014;V;00015;V;00014;V;00013;V;00026;V;00000;N;00000;N;00000;N;00000;N
28;079;60;10;28079060_10_47;2020;10;06;00010;V;00009;V;00010;V;00008;V;00004;V;00009;V;00013;V;00016;V;00025;V;00025;V;00028;V;00026;V;00027;V;00013;V;00014;V;00008;V;00007;V;00001;V;00004;V;00008;V;00000;N;00000;N;00000;N;00000;N
28;079;60;12;28079060_12_8;2020;10;06;00023;V;00021;V;00021;V;00021;V;00035;V;00064;V;00056;V;00111;V;00154;V;00114;V;00117;V;00104;V;00069;V;00051;V;00032;N;00018;V;00019;V;00017;V;00016;V;00028;V;00000;N;00000;N;00000;N;00000;N
28;079;60;14;28079060_14_6;2020;10;06;41.04;V;37.20;V;31.91;V;28.14;V;24.36;V;03.11;V;03.05;V;01.40;V;01.91;V;07.45;V;11.30;V;14.88;V;27.26;V;29.98;V;44.61;V;55.03;V;51.66;V;52.48;V;54.70;V;42.05;V;00000;N;00000;N;00000;N;00000;N
